image,preprocess,text_threshold,mag_ratio,contrast_ths,decoder,predicted_text,avg_confidence,cer,elapsed_sec
easyOCR_testimg\img_003_16px.png,upscale_2x,0.5,1.0,0.1,greedy,l I 파이프 UJ L I0  1 1,0.4123,N/A,8.039
easyOCR_testimg\img_003_16px.png,upscale_2x,0.5,1.0,0.1,beamsearch,l I 파이프 UJ L I0  1 1,0.4123,N/A,9.222
easyOCR_testimg\img_003_16px.png,upscale_2x,0.5,1.0,0.3,greedy,l I 파이프 UJ L I0  [ 1,0.4424,N/A,8.893
easyOCR_testimg\img_003_16px.png,upscale_2x,0.5,1.0,0.3,beamsearch,l I 파이프 UJ L I0  [ 1,0.4424,N/A,9.105
easyOCR_testimg\img_003_16px.png,upscale_2x,0.5,1.8,0.1,greedy,I어파이프 UJ L 다 < + 1,0.5964,N/A,11.041
easyOCR_testimg\img_003_16px.png,upscale_2x,0.5,1.8,0.1,beamsearch,I어파이프 UJ L 다 < + 1,0.5964,N/A,10.547
easyOCR_testimg\img_003_16px.png,upscale_2x,0.5,1.8,0.3,greedy,I어파이프 UJ L 다 < + 1,0.5964,N/A,10.447
easyOCR_testimg\img_003_16px.png,upscale_2x,0.5,1.8,0.3,beamsearch,I어파이프 UJ L 다 < + 1,0.5964,N/A,10.932
easyOCR_testimg\img_003_16px.png,upscale_2x,0.7,1.0,0.1,greedy,UJ I어파이프 L,0.6028,N/A,8.136
easyOCR_testimg\img_003_16px.png,upscale_2x,0.7,1.0,0.1,beamsearch,UJ I어파이프 L,0.6028,N/A,7.817
easyOCR_testimg\img_003_16px.png,upscale_2x,0.7,1.0,0.3,greedy,UJ I어파이프 L,0.6028,N/A,8.337
easyOCR_testimg\img_003_16px.png,upscale_2x,0.7,1.0,0.3,beamsearch,UJ I어파이프 L,0.6028,N/A,8.877
easyOCR_testimg\img_003_16px.png,upscale_2x,0.7,1.8,0.1,greedy,I어파이프 UJ L <,0.7827,N/A,9.96
easyOCR_testimg\img_003_16px.png,upscale_2x,0.7,1.8,0.1,beamsearch,I어파이프 UJ L <,0.7827,N/A,10.077
easyOCR_testimg\img_003_16px.png,upscale_2x,0.7,1.8,0.3,greedy,I어파이프 UJ L <,0.7827,N/A,11.207
easyOCR_testimg\img_003_16px.png,upscale_2x,0.7,1.8,0.3,beamsearch,I어파이프 UJ L <,0.7827,N/A,10.169
